ID,Party,desc,label,name,acquired_datestamp
96,Democrat,County Commissioner At Large Position 2 - Hidalgo,Caesar G Alvarez County Commissioner At Large Position 2 - Hidalgo,Caesar G Alvarez,2022-11-08-222232
96,Republican,County Commissioner At Large Position 2 - Hidalgo,Kelly R Peterson County Commissioner At Large Position 2 - Hidalgo,Kelly R Peterson,2022-11-08-222232
96,Independent,County Commissioner At Large Position 2 - Hidalgo,Vanessa S Haynes County Commissioner At Large Position 2 - Hidalgo,Vanessa S Haynes,2022-11-08-222232
97,Republican,County Commissioner At Large Position 2 - Mora,April S Benton (Write In) County Commissioner At Large Position 2 - Mora,April S Benton (Write In),2022-11-08-222232
97,Democrat,County Commissioner At Large Position 2 - Mora,George A Trujillo County Commissioner At Large Position 2 - Mora,George A Trujillo,2022-11-08-222232
98,Republican,County Commissioner At Large Position 2 - Sierra,Travis L Day County Commissioner At Large Position 2 - Sierra,Travis L Day,2022-11-08-222232
99,Republican,County Commissioner At Large Position 3,Brian Dale Fortner County Commissioner At Large Position 3,Brian Dale Fortner,2022-11-08-222232
100,Democrat,County Commissioner At Large Position 3,Frankie J Aragon County Commissioner At Large Position 3,Frankie J Aragon,2022-11-08-222232
99,Democrat,County Commissioner At Large Position 3,Tommy Wallace County Commissioner At Large Position 3,Tommy Wallace,2022-11-08-222232
100,Republican,County Commissioner At Large Position 3,Weatherly Carr Vincent County Commissioner At Large Position 3,Weatherly Carr Vincent,2022-11-08-222232
101,Democrat,County Commissioner by Commissioner District - Bernalillo,Barbara Christine Baca County Commissioner By Commissioner District - Bernalillo,Barbara Christine Baca,2022-11-08-222232
102,Democrat,County Commissioner by Commissioner District - Bernalillo,Eric Olivas County Commissioner By Commissioner District - Bernalillo,Eric Olivas,2022-11-08-222232
102,Republican,County Commissioner by Commissioner District - Bernalillo,Judy K Young County Commissioner By Commissioner District - Bernalillo,Judy K Young,2022-11-08-222232
101,Republican,County Commissioner by Commissioner District - Bernalillo,Michaela M Chavez County Commissioner By Commissioner District - Bernalillo,Michaela M Chavez,2022-11-08-222232
103,Republican,County Commissioner by Commissioner District - Chaves,Dara Dana County Commissioner By Commissioner District - Chaves,Dara Dana,2022-11-08-222232
104,Republican,County Commissioner by Commissioner District - Chaves,Michael Jack Perry County Commissioner By Commissioner District - Chaves,Michael Jack Perry,2022-11-08-222232
105,Democrat,County Commissioner by Commissioner District - Cibola,Christine Theresa Lowery County Commissioner By Commissioner District - Cibola,Christine Theresa Lowery,2022-11-08-222232
106,Republican,County Commissioner by Commissioner District - Cibola,Martin W Hicks County Commissioner By Commissioner District - Cibola,Martin W Hicks,2022-11-08-222232
106,Democrat,County Commissioner by Commissioner District - Cibola,Ralph A Lucero County Commissioner By Commissioner District - Cibola,Ralph A Lucero,2022-11-08-222232
105,Republican,County Commissioner by Commissioner District - Cibola,Richard S Coop County Commissioner By Commissioner District - Cibola,Richard S Coop,2022-11-08-222232
108,Democrat,County Commissioner by Commissioner District - Colfax,Bobby Ledoux County Commissioner By Commissioner District - Colfax,Bobby Ledoux,2022-11-08-222232
107,Democrat,County Commissioner by Commissioner District - Colfax,Kerry D Medina County Commissioner By Commissioner District - Colfax,Kerry D Medina,2022-11-08-222232
108,Republican,County Commissioner by Commissioner District - Colfax,Mary Lou Kern County Commissioner By Commissioner District - Colfax,Mary Lou Kern,2022-11-08-222232
107,Republican,County Commissioner by Commissioner District - Colfax,Si S Trujillo County Commissioner By Commissioner District - Colfax,Si S Trujillo,2022-11-08-222232
110,Republican,County Commissioner by Commissioner District - Curry,Bradley Dean Bender County Commissioner By Commissioner District - Curry,Bradley Dean Bender,2022-11-08-222232
111,Republican,County Commissioner by Commissioner District - Curry,Dusty W Leatherwood County Commissioner By Commissioner District - Curry,Dusty W Leatherwood,2022-11-08-222232
109,Democrat,County Commissioner by Commissioner District - Curry,Fidel M Madrid County Commissioner By Commissioner District - Curry,Fidel M Madrid,2022-11-08-222232
110,Independent,County Commissioner by Commissioner District - Curry,Thomas W Martin Iii County Commissioner By Commissioner District - Curry,Thomas W Martin Iii,2022-11-08-222232
112,Republican,County Commissioner by Commissioner District - De Baca,Becky S Harris County Commissioner By Commissioner District - De Baca,Becky S Harris,2022-11-08-222232
113,Republican,County Commissioner by Commissioner District - De Baca,Marshall S Stinnett County Commissioner By Commissioner District - De Baca,Marshall S Stinnett,2022-11-08-222232
114,Democrat,County Commissioner by Commissioner District - Dona Ana,Christopher Schaljo-Hernandez County Commissioner By Commissioner District - Dona Ana,Christopher Schaljo-Hernandez,2022-11-08-222232
115,Republican,County Commissioner by Commissioner District - Dona Ana,Patricia Susan Kimble County Commissioner By Commissioner District - Dona Ana,Patricia Susan Kimble,2022-11-08-222232
115,Democrat,County Commissioner by Commissioner District - Dona Ana,Shannon Dale Reynolds County Commissioner By Commissioner District - Dona Ana,Shannon Dale Reynolds,2022-11-08-222232
116,Republican,County Commissioner by Commissioner District - Eddy,Ernest B Carlson County Commissioner By Commissioner District - Eddy,Ernest B Carlson,2022-11-08-222232
117,Republican,County Commissioner by Commissioner District - Eddy,James William Bowen Iii County Commissioner By Commissioner District - Eddy,James William Bowen Iii,2022-11-08-222232
119,Republican,County Commissioner by Commissioner District - Grant,Armando D Aguilera County Commissioner By Commissioner District - Grant,Armando D Aguilera,2022-11-08-222232
118,Democrat,County Commissioner by Commissioner District - Grant,Chris M Ponce County Commissioner By Commissioner District - Grant,Chris M Ponce,2022-11-08-222232
119,Democrat,County Commissioner by Commissioner District - Grant,Eloy H Medina County Commissioner By Commissioner District - Grant,Eloy H Medina,2022-11-08-222232
121,Democrat,County Commissioner by Commissioner District - Guadalupe,Randal W Brown County Commissioner By Commissioner District - Guadalupe,Randal W Brown,2022-11-08-222232
120,Democrat,County Commissioner by Commissioner District - Guadalupe,Ricky Alex Chavez County Commissioner By Commissioner District - Guadalupe,Ricky Alex Chavez,2022-11-08-222232
122,Republican,County Commissioner by Commissioner District - Lea,Bradley D Weber County Commissioner By Commissioner District - Lea,Bradley D Weber,2022-11-08-222232
123,Republican,County Commissioner by Commissioner District - Lea,Gary G Eidson County Commissioner By Commissioner District - Lea,Gary G Eidson,2022-11-08-222232
125,Independent,County Commissioner by Commissioner District - Lincoln,James J Spiri Sr County Commissioner By Commissioner District - Lincoln,James J Spiri Sr,2022-11-08-222232
124,Republican,County Commissioner by Commissioner District - Lincoln,Lorri K Mcknight County Commissioner By Commissioner District - Lincoln,Lorri K Mcknight,2022-11-08-222232
125,Republican,County Commissioner by Commissioner District - Lincoln,Mark G Fischer County Commissioner By Commissioner District - Lincoln,Mark G Fischer,2022-11-08-222232
126,Republican,County Commissioner by Commissioner District - Lincoln,Samantha J Mendez County Commissioner By Commissioner District - Lincoln,Samantha J Mendez,2022-11-08-222232
127,Republican,County Commissioner by Commissioner District - Luna,Barbara Reedy County Commissioner By Commissioner District - Luna,Barbara Reedy,2022-11-08-222232
128,Republican,County Commissioner by Commissioner District - Luna,Colette M Chandler County Commissioner By Commissioner District - Luna,Colette M Chandler,2022-11-08-222232
127,Democrat,County Commissioner by Commissioner District - Luna,Ray J Trejo County Commissioner By Commissioner District - Luna,Ray J Trejo,2022-11-08-222232
128,Libertarian,County Commissioner by Commissioner District - Luna,Rebecca L Lescombes County Commissioner By Commissioner District - Luna,Rebecca L Lescombes,2022-11-08-222232
128,Republican,County Commissioner by Commissioner District - Luna,Susan R Schiffner (Write In) County Commissioner By Commissioner District - Luna,Susan R Schiffner (Write In),2022-11-08-222232
129,Democrat,County Commissioner by Commissioner District - McKinley,Danielle Notah County Commissioner By Commissioner District - Mckinley,Danielle Notah,2022-11-08-222232
130,Democrat,County Commissioner by Commissioner District - McKinley,Walt Eddy County Commissioner By Commissioner District - Mckinley,Walt Eddy,2022-11-08-222232
132,Republican,County Commissioner by Commissioner District - Otero,Amy A Barela County Commissioner By Commissioner District - Otero,Amy A Barela,2022-11-08-222232
131,Republican,County Commissioner by Commissioner District - Otero,Gerald R Matherly County Commissioner By Commissioner District - Otero,Gerald R Matherly,2022-11-08-222232
132,Democrat,County Commissioner by Commissioner District - Otero,Stephanie L Dubois County Commissioner By Commissioner District - Otero,Stephanie L Dubois,2022-11-08-222232
134,Democrat,County Commissioner by Commissioner District - Rio Arriba,Alex M Naranjo County Commissioner By Commissioner District - Rio Arriba,Alex M Naranjo,2022-11-08-222232
133,Democrat,County Commissioner by Commissioner District - Rio Arriba,Brandon M Bustos County Commissioner By Commissioner District - Rio Arriba,Brandon M Bustos,2022-11-08-222232
134,Democrat,County Commissioner by Commissioner District - Rio Arriba,Dale T Salazar (Write In) County Commissioner By Commissioner District - Rio Arriba,Dale T Salazar (Write In),2022-11-08-222232
137,Republican,County Commissioner by Commissioner District - Roosevelt,Paul E Grider County Commissioner By Commissioner District - Roosevelt,Paul E Grider,2022-11-08-222232
135,Republican,County Commissioner by Commissioner District - Roosevelt,Roy L Criswell County Commissioner By Commissioner District - Roosevelt,Roy L Criswell,2022-11-08-222232
136,Republican,County Commissioner by Commissioner District - Roosevelt,Tina M Dixon County Commissioner By Commissioner District - Roosevelt,Tina M Dixon,2022-11-08-222232
139,Republican,County Commissioner by Commissioner District - San Juan,Gary M Mcdaniel County Commissioner By Commissioner District - San Juan,Gary M Mcdaniel,2022-11-08-222232
138,Democrat,County Commissioner by Commissioner District - San Juan,Glojean B Todacheene County Commissioner By Commissioner District - San Juan,Glojean B Todacheene,2022-11-08-222232
139,Democrat,County Commissioner by Commissioner District - San Juan,"Zac ""Zachariah"" J George County Commissioner By Commissioner District - San Juan","Zac ""Zachariah"" J George",2022-11-08-222232
140,Democrat,County Commissioner by Commissioner District - San Miguel,Harold Mark Garcia County Commissioner By Commissioner District - San Miguel,Harold Mark Garcia,2022-11-08-222232
141,Democrat,County Commissioner by Commissioner District - San Miguel,Max O Trujillo Jr County Commissioner By Commissioner District - San Miguel,Max O Trujillo Jr,2022-11-08-222232
143,Democrat,County Commissioner by Commissioner District - Sandoval,Gregory Deforest Bennett County Commissioner By Commissioner District - Sandoval,Gregory Deforest Bennett,2022-11-08-222232
142,Republican,County Commissioner by Commissioner District - Sandoval,Jeanette M Nowers Clark County Commissioner By Commissioner District - Sandoval,Jeanette M Nowers Clark,2022-11-08-222232
142,Democrat,County Commissioner by Commissioner District - Sandoval,Katherine A Bruch County Commissioner By Commissioner District - Sandoval,Katherine A Bruch,2022-11-08-222232
143,Republican,County Commissioner by Commissioner District - Sandoval,Michael Meek County Commissioner By Commissioner District - Sandoval,Michael Meek,2022-11-08-222232
145,Democrat,County Commissioner by Commissioner District - Santa Fe,Camilla M Bustamante County Commissioner By Commissioner District - Santa Fe,Camilla M Bustamante,2022-11-08-222232
144,Democrat,County Commissioner by Commissioner District - Santa Fe,Justin S Greene County Commissioner By Commissioner District - Santa Fe,Justin S Greene,2022-11-08-222232
146,Democrat,County Commissioner by Commissioner District - Socorro,Joe R Gonzales County Commissioner By Commissioner District - Socorro,Joe R Gonzales,2022-11-08-222232
147,Democrat,County Commissioner by Commissioner District - Socorro,John J Aguilar County Commissioner By Commissioner District - Socorro,John J Aguilar,2022-11-08-222232
148,Democrat,County Commissioner by Commissioner District - Taos,F R Bob Romero County Commissioner By Commissioner District - Taos,F R Bob Romero,2022-11-08-222232
149,Democrat,County Commissioner by Commissioner District - Taos,Miguel Alfonso Romero Jr County Commissioner By Commissioner District - Taos,Miguel Alfonso Romero Jr,2022-11-08-222232
150,Democrat,County Commissioner by Commissioner District - Taos,Ronald J Mascarenas County Commissioner By Commissioner District - Taos,Ronald J Mascarenas,2022-11-08-222232
151,Republican,County Commissioner by Commissioner District - Torrance,Kevin Neil Mccall County Commissioner By Commissioner District - Torrance,Kevin Neil Mccall,2022-11-08-222232
152,Independent,County Commissioner by Commissioner District - Torrance,Leanne M Tapia County Commissioner By Commissioner District - Torrance,Leanne M Tapia,2022-11-08-222232
152,Republican,County Commissioner by Commissioner District - Torrance,Ryan S Schwebach County Commissioner By Commissioner District - Torrance,Ryan S Schwebach,2022-11-08-222232
151,Independent,County Commissioner by Commissioner District - Torrance,Stephen E Garrett County Commissioner By Commissioner District - Torrance,Stephen E Garrett,2022-11-08-222232
153,Republican,County Commissioner by Commissioner District - Valencia,Gerard Saiz County Commissioner By Commissioner District - Valencia,Gerard Saiz,2022-11-08-222232
154,Republican,County Commissioner by Commissioner District - Valencia,Morris R Sparkman County Commissioner By Commissioner District - Valencia,Morris R Sparkman,2022-11-08-222232
154,Democrat,County Commissioner by Commissioner District - Valencia,Sabrina Marie Sweeney County Commissioner By Commissioner District - Valencia,Sabrina Marie Sweeney,2022-11-08-222232
155,,"County Gross Receipts Tax: Shall the County impose a County Gross Receipts Tax in the amount of one quarter of one percent (0.25%) the revenues of which shall be used for fire protection services and emergency medical services in Taos County, including but not limited to operational expenses such as employee salaries? - Taos","No County Gross Receipts Tax: Shall The County Impose A County Gross Receipts Tax In The Amount Of One Quarter Of One Percent (0.25%) The Revenues Of Which Shall Be Used For Fire Protection Services And Emergency Medical Services In Taos County, Including But Not Limited To Operational Expenses Such As Employee Salaries? - Taos",No,2022-11-08-222232
155,,"County Gross Receipts Tax: Shall the County impose a County Gross Receipts Tax in the amount of one quarter of one percent (0.25%) the revenues of which shall be used for fire protection services and emergency medical services in Taos County, including but not limited to operational expenses such as employee salaries? - Taos","Yes County Gross Receipts Tax: Shall The County Impose A County Gross Receipts Tax In The Amount Of One Quarter Of One Percent (0.25%) The Revenues Of Which Shall Be Used For Fire Protection Services And Emergency Medical Services In Taos County, Including But Not Limited To Operational Expenses Such As Employee Salaries? - Taos",Yes,2022-11-08-222232
165,Democrat,County Sheriff,Adan Mendoza County Sheriff,Adan Mendoza,2022-11-08-222232
176,Democrat,County Sheriff,Billy A Merrifield County Sheriff,Billy A Merrifield,2022-11-08-222232
169,Republican,County Sheriff,Byron N Hollister County Sheriff,Byron N Hollister,2022-11-08-222232
175,Libertarian,County Sheriff,Chris Luchini County Sheriff,Chris Luchini,2022-11-08-222232
166,Democrat,County Sheriff,Christopher L Lopez County Sheriff,Christopher L Lopez,2022-11-08-222232
170,Republican,County Sheriff,Corey M Helton County Sheriff,Corey M Helton,2022-11-08-222232
163,Republican,County Sheriff,Curtis Skaggs County Sheriff,Curtis Skaggs,2022-11-08-222232
178,Republican,County Sheriff,Darrell K Elder County Sheriff,Darrell K Elder,2022-11-08-222232
174,Republican,County Sheriff,David Black County Sheriff,David Black,2022-11-08-222232
182,Republican,County Sheriff,David E Frazee County Sheriff,David E Frazee,2022-11-08-222232
181,Democrat,County Sheriff,Demecio V Silva County Sheriff,Demecio V Silva,2022-11-08-222232
179,Republican,County Sheriff,Denise A Vigil County Sheriff,Denise A Vigil,2022-11-08-222232
164,Republican,County Sheriff,Dennis Victor Garcia County Sheriff,Dennis Victor Garcia,2022-11-08-222232
161,Republican,County Sheriff,Elreno C Henio County Sheriff,Elreno C Henio,2022-11-08-222232
161,Democrat,County Sheriff,James Maiorano Iii County Sheriff,James Maiorano Iii,2022-11-08-222232
171,Independent,County Sheriff,Jason Lee Gage County Sheriff,Jason Lee Gage,2022-11-08-222232
175,Democrat,County Sheriff,Jason Wardlow-Herrera County Sheriff,Jason Wardlow-Herrera,2022-11-08-222232
159,Republican,County Sheriff,Javier Sanchez County Sheriff,Javier Sanchez,2022-11-08-222232
178,Democrat,County Sheriff,Jesse James Casaus County Sheriff,Jesse James Casaus,2022-11-08-222232
162,Independent,County Sheriff,Jim Lee County Sheriff,Jim Lee,2022-11-08-222232
168,Democrat,County Sheriff,John D Allen County Sheriff,John D Allen,2022-11-08-222232
168,Libertarian,County Sheriff,Kaelan Ashby Dreyer County Sheriff,Kaelan Ashby Dreyer,2022-11-08-222232
158,Republican,County Sheriff,Keith Shannon Hughes County Sheriff,Keith Shannon Hughes,2022-11-08-222232
180,Democrat,County Sheriff,Kelly D Gannaway County Sheriff,Kelly D Gannaway,2022-11-08-222232
169,Democrat,County Sheriff,Kim Kristine Stewart County Sheriff,Kim Kristine Stewart,2022-11-08-222232
173,Democrat,County Sheriff,Larry D Diaz County Sheriff,Larry D Diaz,2022-11-08-222232
181,Republican,County Sheriff,Lee Polo Armijo County Sheriff,Lee Polo Armijo,2022-11-08-222232
172,Democrat,County Sheriff,Leonard M Baca Jr County Sheriff,Leonard M Baca Jr,2022-11-08-222232
171,Democrat,County Sheriff,Lorenzo J Mata County Sheriff,Lorenzo J Mata,2022-11-08-222232
162,Democrat,County Sheriff,Manuel Joseph Maldonado (Write In) County Sheriff,Manuel Joseph Maldonado (Write In),2022-11-08-222232
167,Republican,County Sheriff,Michael D Reeves County Sheriff,Michael D Reeves,2022-11-08-222232
180,Republican,County Sheriff,Mike Eby County Sheriff,Mike Eby,2022-11-08-222232
157,Republican,County Sheriff,Mike Herrington County Sheriff,Mike Herrington,2022-11-08-222232
168,Republican,County Sheriff,Paul A Pacheco County Sheriff,Paul A Pacheco,2022-11-08-222232
156,Republican,County Sheriff,Pedro Lorenzo Bolin County Sheriff,Pedro Lorenzo Bolin,2022-11-08-222232
160,Republican,County Sheriff,R Shane Ferrari County Sheriff,R Shane Ferrari,2022-11-08-222232
162,Democrat,County Sheriff,Raul D Villanueva County Sheriff,Raul D Villanueva,2022-11-08-222232
179,Democrat,County Sheriff,Rodney Jones County Sheriff,Rodney Jones,2022-11-08-222232
177,Democrat,County Sheriff,Steve Miera Jr County Sheriff,Steve Miera Jr,2022-11-08-222232
173,Republican,County Sheriff,Wesley Wayne Mallery County Sheriff,Wesley Wayne Mallery,2022-11-08-222232
183,Independent,County Sheriff - De Baca,Robert C Roybal County Sheriff - De Baca,Robert C Roybal,2022-11-08-222232
184,Independent,County Sheriff - Hidalgo,Morgan L O'Donnell Jr County Sheriff - Hidalgo,Morgan L O'Donnell Jr,2022-11-08-222232
184,Democrat,County Sheriff - Hidalgo,Rodney Ray Plowman County Sheriff - Hidalgo,Rodney Ray Plowman,2022-11-08-222232
184,Republican,County Sheriff - Hidalgo,William Eugene Chadborn Jr County Sheriff - Hidalgo,William Eugene Chadborn Jr,2022-11-08-222232
185,Democrat,County Sheriff - Mora,Americk Padilla County Sheriff - Mora,Americk Padilla,2022-11-08-222232
185,Republican,County Sheriff - Mora,Manuel J Martinez County Sheriff - Mora,Manuel J Martinez,2022-11-08-222232
185,Democrat,County Sheriff - Mora,Timothy Ray Marquez (Write In) County Sheriff - Mora,Timothy Ray Marquez (Write In),2022-11-08-222232
186,Republican,County Sheriff - Sierra,Joshua D Baker County Sheriff - Sierra,Joshua D Baker,2022-11-08-222232
186,Democrat,County Sheriff - Sierra,Michael K Lanford County Sheriff - Sierra,Michael K Lanford,2022-11-08-222232
187,Republican,County Treasurer - Lincoln,Sherrie L Huddleston County Treasurer - Lincoln,Sherrie L Huddleston,2022-11-08-222232
204,Republican,District Court Judge,Allison Pool Martinez District Court Judge,Allison Pool Martinez,2022-11-08-222232
192,Democrat,District Court Judge,Alma C Garcia Roberson District Court Judge,Alma C Garcia Roberson,2022-11-08-222232
203,Republican,District Court Judge,Anne Marie Cheroke Lewis District Court Judge,Anne Marie Cheroke Lewis,2022-11-08-222232
201,Republican,District Court Judge,Benjamin S Cross District Court Judge,Benjamin S Cross,2022-11-08-222232
195,Democrat,District Court Judge,Britt M Baca-Miller District Court Judge,Britt M Baca-Miller,2022-11-08-222232
188,Democrat,District Court Judge,Bruce C Fox District Court Judge,Bruce C Fox,2022-11-08-222232
193,Democrat,District Court Judge,Casey B Fitch District Court Judge,Casey B Fitch,2022-11-08-222232
196,Democrat,District Court Judge,Catherine A Begaye District Court Judge,Catherine A Begaye,2022-11-08-222232
205,Democrat,District Court Judge,David A Murphy District Court Judge,David A Murphy,2022-11-08-222232
199,Republican,District Court Judge,David E Finger District Court Judge,David E Finger,2022-11-08-222232
199,Democrat,District Court Judge,Eileen P Riordan District Court Judge,Eileen P Riordan,2022-11-08-222232
191,Democrat,District Court Judge,Elaine P Lujan District Court Judge,Elaine P Lujan,2022-11-08-222232
202,Republican,District Court Judge,Ellen R Jessen District Court Judge,Ellen R Jessen,2022-11-08-222232
206,Democrat,District Court Judge,Emeterio Leroy Rudolfo District Court Judge,Emeterio Leroy Rudolfo,2022-11-08-222232
198,Democrat,District Court Judge,"Floripa ""Flora"" Gallegos District Court Judge","Floripa ""Flora"" Gallegos",2022-11-08-222232
194,Democrat,District Court Judge,Jennifer J Wernersbach District Court Judge,Jennifer J Wernersbach,2022-11-08-222232
189,Democrat,District Court Judge,Joseph A Montano District Court Judge,Joseph A Montano,2022-11-08-222232
204,Democrat,District Court Judge,Karl William Reifsteck District Court Judge,Karl William Reifsteck,2022-11-08-222232
197,Democrat,District Court Judge,Michael A Aragon District Court Judge,Michael A Aragon,2022-11-08-222232
190,Democrat,District Court Judge,Robert Lara District Court Judge,Robert Lara,2022-11-08-222232
200,Democrat,District Court Judge,Roscoe A Woods District Court Judge,Roscoe A Woods,2022-11-08-222232
207,,"Formation of the Special Hospital District: Shall there be formed the La Clinica Del Pueblo De Rio Arriba EMS/Ambulance Special Hospital District for the operation of certain emergency medical services within the proposed area of the La Clinica Del Pueblo De Rio Arriba EMS/Ambulance Special Hospital District, being the same area as the geographic boundaries of the Chama Valley Independent School District in Rio Arriba County, New Mexico?","No Formation Of The Special Hospital District: Shall There Be Formed The La Clinica Del Pueblo De Rio Arriba Ems/Ambulance Special Hospital District For The Operation Of Certain Emergency Medical Services Within The Proposed Area Of The La Clinica Del Pueblo De Rio Arriba Ems/Ambulance Special Hospital District, Being The Same Area As The Geographic Boundaries Of The Chama Valley Independent School District In Rio Arriba County, New Mexico?",No,2022-11-08-222232
207,,"Formation of the Special Hospital District: Shall there be formed the La Clinica Del Pueblo De Rio Arriba EMS/Ambulance Special Hospital District for the operation of certain emergency medical services within the proposed area of the La Clinica Del Pueblo De Rio Arriba EMS/Ambulance Special Hospital District, being the same area as the geographic boundaries of the Chama Valley Independent School District in Rio Arriba County, New Mexico?","Yes Formation Of The Special Hospital District: Shall There Be Formed The La Clinica Del Pueblo De Rio Arriba Ems/Ambulance Special Hospital District For The Operation Of Certain Emergency Medical Services Within The Proposed Area Of The La Clinica Del Pueblo De Rio Arriba Ems/Ambulance Special Hospital District, Being The Same Area As The Geographic Boundaries Of The Chama Valley Independent School District In Rio Arriba County, New Mexico?",Yes,2022-11-08-222232
208,,"General Obligation - Roads: Shall the City of Truth or Consequences, New Mexico be authorized to issue up to $1,000,000 of general obligation bonds for the purpose of laying off, opening, constructing, repairing, and otherwise improving municipal alleys, streets, public roads and bridges, or any combination thereof?","No General Obligation - Roads: Shall The City Of Truth Or Consequences, New Mexico Be Authorized To Issue Up To $1,000,000 Of General Obligation Bonds For The Purpose Of Laying Off, Opening, Constructing, Repairing, And Otherwise Improving Municipal Alleys, Streets, Public Roads And Bridges, Or Any Combination Thereof?",No,2022-11-08-222232
208,,"General Obligation - Roads: Shall the City of Truth or Consequences, New Mexico be authorized to issue up to $1,000,000 of general obligation bonds for the purpose of laying off, opening, constructing, repairing, and otherwise improving municipal alleys, streets, public roads and bridges, or any combination thereof?","Yes General Obligation - Roads: Shall The City Of Truth Or Consequences, New Mexico Be Authorized To Issue Up To $1,000,000 Of General Obligation Bonds For The Purpose Of Laying Off, Opening, Constructing, Repairing, And Otherwise Improving Municipal Alleys, Streets, Public Roads And Bridges, Or Any Combination Thereof?",Yes,2022-11-08-222232
209,,"General Obligation - Water: Shall the City of Truth or Consequences, New Mexico be authorized to issue up to $2,000,000 of general obligation bonds for the purpose of enlarging, improving or extending the City’s water and wastewater system?","No General Obligation - Water: Shall The City Of Truth Or Consequences, New Mexico Be Authorized To Issue Up To $2,000,000 Of General Obligation Bonds For The Purpose Of Enlarging, Improving Or Extending The City’S Water And Wastewater System?",No,2022-11-08-222232
209,,"General Obligation - Water: Shall the City of Truth or Consequences, New Mexico be authorized to issue up to $2,000,000 of general obligation bonds for the purpose of enlarging, improving or extending the City’s water and wastewater system?","Yes General Obligation - Water: Shall The City Of Truth Or Consequences, New Mexico Be Authorized To Issue Up To $2,000,000 Of General Obligation Bonds For The Purpose Of Enlarging, Improving Or Extending The City’S Water And Wastewater System?",Yes,2022-11-08-222232
210,,"General Obligation Bond Question 1: Shall Santa Fe County issue up to $13,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire, construct, design, equip, and improve roads within the County? - Santa Fe","No General Obligation Bond Question 1: Shall Santa Fe County Issue Up To $13,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire, Construct, Design, Equip, And Improve Roads Within The County? - Santa Fe",No,2022-11-08-222232
210,,"General Obligation Bond Question 1: Shall Santa Fe County issue up to $13,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire, construct, design, equip, and improve roads within the County? - Santa Fe","Yes General Obligation Bond Question 1: Shall Santa Fe County Issue Up To $13,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire, Construct, Design, Equip, And Improve Roads Within The County? - Santa Fe",Yes,2022-11-08-222232
211,,"General Obligation Bond Question 2: Shall Santa Fe County issue up to $7,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire real property and necessary water rights for, and to construct, design, equip, rehabilitate, and improve, water and wastewater projects within the County? - Santa Fe","No General Obligation Bond Question 2: Shall Santa Fe County Issue Up To $7,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire Real Property And Necessary Water Rights For, And To Construct, Design, Equip, Rehabilitate, And Improve, Water And Wastewater Projects Within The County? - Santa Fe",No,2022-11-08-222232
211,,"General Obligation Bond Question 2: Shall Santa Fe County issue up to $7,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire real property and necessary water rights for, and to construct, design, equip, rehabilitate, and improve, water and wastewater projects within the County? - Santa Fe","Yes General Obligation Bond Question 2: Shall Santa Fe County Issue Up To $7,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire Real Property And Necessary Water Rights For, And To Construct, Design, Equip, Rehabilitate, And Improve, Water And Wastewater Projects Within The County? - Santa Fe",Yes,2022-11-08-222232
212,,"General Obligation Bond Question 3: Shall Santa Fe County issue up to $5,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire, design, construct, improve, equip, and restore open space, trails and parks within the County? - Santa Fe","No General Obligation Bond Question 3: Shall Santa Fe County Issue Up To $5,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire, Design, Construct, Improve, Equip, And Restore Open Space, Trails And Parks Within The County? - Santa Fe",No,2022-11-08-222232
212,,"General Obligation Bond Question 3: Shall Santa Fe County issue up to $5,000,000 in general obligation bonds payable from general (ad valorem) taxes to acquire, design, construct, improve, equip, and restore open space, trails and parks within the County? - Santa Fe","Yes General Obligation Bond Question 3: Shall Santa Fe County Issue Up To $5,000,000 In General Obligation Bonds Payable From General (Ad Valorem) Taxes To Acquire, Design, Construct, Improve, Equip, And Restore Open Space, Trails And Parks Within The County? - Santa Fe",Yes,2022-11-08-222232
213,,"GENERAL OBLIGATION BOND QUESTION: Shall San Juan College District, issue general obligation bonds of the College District, in one series or more, in the aggregate principal amount not to exceed $7,000,000 for the purpose of any, all or a combination of: erecting, furnishing, constructing, purchasing, remodeling, and equipping buildings and utility facilities, exclusive of stadiums; making other real property improvements; purchasing grounds; and purchasing and installing computer hardware and software with a useful life equal to","No General Obligation Bond Question: Shall San Juan College District, Issue General Obligation Bonds Of The College District, In One Series Or More, In The Aggregate Principal Amount Not To Exceed $7,000,000 For The Purpose Of Any, All Or A Combination Of: Erecting, Furnishing, Constructing, Purchasing, Remodeling, And Equipping Buildings And Utility Facilities, Exclusive Of Stadiums; Making Other Real Property Improvements; Purchasing Grounds; And Purchasing And Installing Computer Hardware And Software With A Useful Life Equal To",No,2022-11-08-222232
